"TIMESTAMP","RECORD","Batt_Volt_Min","PTemp","FTPRes_Campo","FTPRes_Inst"
"2019-05-02 23:50:00",7846,12.58,11.68,-2,-2
"2019-05-03 00:00:00",7847,12.58,11.61,-2,-2
"2019-05-03 00:10:00",7848,12.58,11.49,-1,-1
"2019-05-03 00:20:00",7849,12.57,11.49,-1,-1
"2019-05-03 00:30:00",7850,12.57,11.59,-1,-1
"2019-05-03 00:40:00",7851,12.56,11.59,-2,-2
"2019-05-03 00:50:00",7852,12.56,11.61,-2,-2
"2019-05-03 01:00:00",7853,12.55,11.61,-2,-2
"2019-05-03 01:10:00",7854,12.53,11.49,-1,-1
"2019-05-03 01:20:00",7855,12.55,11.45,-1,-1
"2019-05-03 01:30:00",7856,12.55,11.36,-1,-1
"2019-05-03 01:40:00",7857,12.4,11.22,-2,-2
"2019-05-03 01:50:00",7858,12.53,11.15,-2,-2
"2019-05-03 02:00:00",7859,12.52,11.06,-2,-2
"2019-05-03 02:10:00",7860,12.36,10.95,-1,-1
"2019-05-03 02:20:00",7861,12.53,10.81,-1,-1
"2019-05-03 02:30:00",7862,12.52,10.7,-1,-1
"2019-05-03 02:40:00",7863,12.42,10.58,-2,-2
"2019-05-03 02:50:00",7864,12.5,10.49,-2,-2
"2019-05-03 03:00:00",7865,12.5,10.4,-2,-2
"2019-05-03 03:10:00",7866,12.49,10.29,-1,-1
"2019-05-03 03:20:00",7867,12.5,10.18,-1,-1
"2019-05-03 03:30:00",7868,12.49,10.09,-1,-1
"2019-05-03 03:40:00",7869,12.43,10.04,-2,-2
"2019-05-03 03:50:00",7870,12.33,10.02,-2,-2
"2019-05-03 04:00:00",7871,12.47,10.02,-2,-2
"2019-05-03 04:10:00",7872,12.47,10,-1,-1
"2019-05-03 04:20:00",7873,12.47,9.91,-1,-1
"2019-05-03 04:30:00",7874,12.46,9.88,-1,-1
"2019-05-03 04:40:00",7875,12.45,9.91,-2,-2
"2019-05-03 04:50:00",7876,12.44,9.91,-2,-2
"2019-05-03 05:00:00",7877,12.44,9.86,-2,-2
"2019-05-03 05:10:00",7878,12.44,9.84,-2,-2
"2019-05-03 05:20:00",7879,12.4,9.77,-2,-2
"2019-05-03 05:30:00",7880,12.31,9.68,-2,-2
"2019-05-03 05:40:00",7881,12.42,9.62,-2,-2
"2019-05-03 05:50:00",7882,12.41,9.55,-2,-2
"2019-05-03 06:00:00",7883,12.34,9.44,-2,-2
"2019-05-03 06:10:00",7884,12.41,9.41,-1,-1
"2019-05-03 06:20:00",7885,12.41,9.39,-1,-1
"2019-05-03 06:30:00",7886,12.41,9.37,-1,-1
"2019-05-03 06:40:00",7887,12.4,9.24,-2,-2
"2019-05-03 06:50:00",7888,12.4,9.21,-2,-2
"2019-05-03 07:00:00",7889,12.4,9.15,-2,-2
"2019-05-03 07:10:00",7890,12.39,9.1,-1,-1
"2019-05-03 07:20:00",7891,12.39,9.06,-1,-1
"2019-05-03 07:30:00",7892,12.39,9.12,-1,-1
"2019-05-03 07:40:00",7893,12.25,9.21,-2,-2
"2019-05-03 07:50:00",7894,12.39,9.26,-2,-2
"2019-05-03 08:00:00",7895,12.4,9.35,-2,-2
"2019-05-03 08:10:00",7896,12.56,10.31,-1,-1
"2019-05-03 08:20:00",7897,12.85,11.93,-1,-1
"2019-05-03 08:30:00",7898,13.04,13.71,-1,-1
"2019-05-03 08:40:00",7899,12.86,15.39,-2,-2
"2019-05-03 08:50:00",7900,12.82,15.87,-2,-2
"2019-05-03 09:00:00",7901,12.88,16.39,-2,-2
"2019-05-03 09:10:00",7902,12.99,17.44,-1,-1
"2019-05-03 09:20:00",7903,13.28,19.21,-1,-1
"2019-05-03 09:30:00",7904,13.29,20.77,-1,-1
"2019-05-03 09:40:00",7905,13.38,22.39,-2,-2
"2019-05-03 09:50:00",7906,13.54,23.81,-2,-2
"2019-05-03 10:00:00",7907,13.59,25.04,-2,-2
"2019-05-03 10:10:00",7908,13.68,26.01,-1,-1
"2019-05-03 10:20:00",7909,14.08,26.62,-1,-1
"2019-05-03 10:30:00",7910,14.63,26.93,-1,-1
"2019-05-03 10:40:00",7911,14.58,27.09,-2,-2
"2019-05-03 10:50:00",7912,14.54,26.96,-2,-2
"2019-05-03 11:00:00",7913,14.56,26.78,-2,-2
"2019-05-03 11:10:00",7914,14.54,26.47,-1,-1
"2019-05-03 11:20:00",7915,14.54,26.1,-1,-1
"2019-05-03 11:30:00",7916,14.55,25.7,-1,-1
"2019-05-03 11:40:00",7917,14.53,25.22,-2,-2
"2019-05-03 11:50:00",7918,14.53,24.81,-2,-2
"2019-05-03 12:00:00",7919,14.5,24.3,-2,-2
"2019-05-03 12:10:00",7920,14.54,23.93,-1,-1
"2019-05-03 12:20:00",7921,14.5,23.55,-1,-1
"2019-05-03 12:30:00",7922,13.71,23.35,-1,-1
"2019-05-03 12:40:00",7923,14.02,23.24,-2,-2
"2019-05-03 12:50:00",7924,13.99,23.24,-2,-2
"2019-05-03 13:00:00",7925,14.01,23.27,-2,-2
"2019-05-03 13:10:00",7926,14.03,23.41,-1,-1
"2019-05-03 13:20:00",7927,14.03,23.58,-1,-1
"2019-05-03 13:30:00",7928,14.02,23.93,-1,-1
"2019-05-03 13:40:00",7929,13.93,24.51,-2,-2
"2019-05-03 13:50:00",7930,13.98,25.07,-2,-2
"2019-05-03 14:00:00",7931,13.87,25.58,-2,-2
"2019-05-03 14:10:00",7932,13.97,26.13,-1,-1
"2019-05-03 14:20:00",7933,14,26.59,-1,-1
"2019-05-03 14:30:00",7934,14,26.96,-1,-1
"2019-05-03 14:40:00",7935,14,27.21,-2,-2
"2019-05-03 14:50:00",7936,13.9,27.47,-2,-2
"2019-05-03 15:00:00",7937,14.01,27.63,-2,-2
"2019-05-03 15:10:00",7938,14,27.69,-1,-1
"2019-05-03 15:20:00",7939,14.01,27.63,-1,-1
"2019-05-03 15:30:00",7940,14.02,27.69,-1,-1
"2019-05-03 15:40:00",7941,13.91,27.59,-2,-2
"2019-05-03 15:50:00",7942,14.02,27.34,-2,-2
"2019-05-03 16:00:00",7943,13.1,27.15,-2,-2
"2019-05-03 16:10:00",7944,13.14,26.65,-1,-1
"2019-05-03 16:20:00",7945,14.07,26.53,-1,-1
"2019-05-03 16:30:00",7946,14.06,26.41,-1,-1
"2019-05-03 16:40:00",7947,14.08,26.22,-2,-2
"2019-05-03 16:50:00",7948,13.94,25.98,-2,-2
"2019-05-03 17:00:00",7949,13.67,25.73,-2,-2
"2019-05-03 17:10:00",7950,13.03,25.31,-1,-1
"2019-05-03 17:20:00",7951,13,24.78,-1,-1
"2019-05-03 17:30:00",7952,13.02,24.51,-1,-1
"2019-05-03 17:40:00",7953,12.88,24.07,-2,-2
"2019-05-03 17:50:00",7954,13.01,23.7,-2,-2
"2019-05-03 18:00:00",7955,13.17,23.58,-2,-2
"2019-05-03 18:10:00",7956,12.99,23.18,-1,-1
"2019-05-03 18:20:00",7957,12.86,22.5,-1,-1
"2019-05-03 18:30:00",7958,12.8,21.7,-1,-1
"2019-05-03 18:40:00",7959,12.81,21.07,-2,-2
"2019-05-03 18:50:00",7960,12.69,20.64,-2,-2
"2019-05-03 19:00:00",7961,12.69,20.1,-2,-2
"2019-05-03 19:10:00",7962,12.73,19.52,-1,-1
"2019-05-03 19:20:00",7963,12.72,18.95,-1,-1
"2019-05-03 19:30:00",7964,12.72,18.53,-1,-1
"2019-05-03 19:40:00",7965,12.69,18.2,-2,-2
"2019-05-03 19:50:00",7966,12.57,17.92,-2,-2
"2019-05-03 20:00:00",7967,12.69,17.66,-2,-2
"2019-05-03 20:10:00",7968,12.68,17.41,-1,-1
"2019-05-03 20:20:00",7969,12.69,17.26,-1,-1
"2019-05-03 20:30:00",7970,12.68,17.14,-1,-1
"2019-05-03 20:40:00",7971,12.58,17.04,-2,-2
"2019-05-03 20:50:00",7972,12.66,16.91,-2,-2
"2019-05-03 21:00:00",7973,12.65,16.79,-2,-2
"2019-05-03 21:10:00",7974,12.64,16.61,-1,-1
"2019-05-03 21:20:00",7975,12.65,16.34,-1,-1
"2019-05-03 21:30:00",7976,12.65,16.02,-1,-1
"2019-05-03 21:40:00",7977,12.55,15.75,-2,-2
"2019-05-03 21:50:00",7978,12.63,15.53,-2,-2
"2019-05-03 22:00:00",7979,12.63,15.36,-2,-2
"2019-05-03 22:10:00",7980,12.6,15.19,-1,-1
"2019-05-03 22:20:00",7981,12.63,15.07,-1,-1
"2019-05-03 22:30:00",7982,12.63,15,-1,-1
"2019-05-03 22:40:00",7983,12.48,15,-2,-2
"2019-05-03 22:50:00",7984,12.61,14.97,-2,-2
"2019-05-03 23:00:00",7985,12.57,14.95,-2,-2
"2019-05-03 23:10:00",7986,12.6,14.9,-1,-1
"2019-05-03 23:20:00",7987,12.6,14.8,-1,-1
"2019-05-03 23:30:00",7988,12.6,14.64,-1,-1
"2019-05-03 23:40:00",7989,12.58,14.4,-2,-2
"2019-05-03 23:50:00",7990,12.59,14.16,-2,-2
"2019-05-04 00:00:00",7991,12.58,13.92,-2,-2
"2019-05-04 00:10:00",7992,12.58,13.66,-1,-1
"2019-05-04 00:20:00",7993,12.58,13.38,-1,-1
"2019-05-04 00:30:00",7994,12.57,13.09,-1,-1
"2019-05-04 00:40:00",7995,12.56,12.81,-2,-2
"2019-05-04 00:50:00",7996,12.55,12.51,-2,-2
"2019-05-04 01:00:00",7997,12.53,12.19,-2,-2
"2019-05-04 01:10:00",7998,12.43,11.91,-2,-2
"2019-05-04 01:20:00",7999,12.54,11.66,-2,-2
"2019-05-04 01:30:00",8000,12.53,11.4,-2,-2
"2019-05-04 01:40:00",8001,12.44,11.18,-2,-2
"2019-05-04 01:50:00",8002,12.53,11.06,-2,-2
"2019-05-04 02:00:00",8003,12.53,10.99,-2,-2
"2019-05-04 02:10:00",8004,12.53,10.9,-1,-1
"2019-05-04 02:20:00",8005,12.51,10.79,-1,-1
"2019-05-04 02:30:00",8006,12.51,10.7,-1,-1
"2019-05-04 02:40:00",8007,12.5,10.61,-2,-2
"2019-05-04 02:50:00",8008,12.5,10.49,-2,-2
"2019-05-04 03:00:00",8009,12.49,10.34,-2,-2
"2019-05-04 03:10:00",8010,12.49,10.18,-1,-1
"2019-05-04 03:20:00",8011,12.48,9.95,-1,-1
"2019-05-04 03:30:00",8012,12.48,9.77,-1,-1
"2019-05-04 03:40:00",8013,12.47,9.57,-2,-2
"2019-05-04 03:50:00",8014,12.34,9.37,-2,-2
"2019-05-04 04:00:00",8015,12.46,9.21,-2,-2
"2019-05-04 04:10:00",8016,12.45,9.06,-1,-1
"2019-05-04 04:20:00",8017,12.45,8.94,-1,-1
"2019-05-04 04:30:00",8018,12.44,8.83,-1,-1
"2019-05-04 04:40:00",8019,12.44,8.72,-2,-2
"2019-05-04 04:50:00",8020,12.43,8.63,-2,-2
"2019-05-04 05:00:00",8021,12.29,8.5,-2,-2
"2019-05-04 05:10:00",8022,12.43,8.37,-1,-1
"2019-05-04 05:20:00",8023,12.42,8.23,-1,-1
"2019-05-04 05:30:00",8024,12.41,8.19,-1,-1
"2019-05-04 05:40:00",8025,12.33,8.17,-2,-2
"2019-05-04 05:50:00",8026,12.4,8.17,-2,-2
"2019-05-04 06:00:00",8027,12.4,8.15,-2,-2
"2019-05-04 06:10:00",8028,12.4,8.15,-1,-1
"2019-05-04 06:20:00",8029,12.4,8.1,-1,-1
"2019-05-04 06:30:00",8030,12.39,8.08,-1,-1
"2019-05-04 06:40:00",8031,12.27,8.1,-2,-2
"2019-05-04 06:50:00",8032,12.28,8.13,-2,-2
"2019-05-04 07:00:00",8033,12.38,8.15,-2,-2
"2019-05-04 07:10:00",8034,12.38,8.13,-1,-1
"2019-05-04 07:20:00",8035,12.39,8.1,-1,-1
"2019-05-04 07:30:00",8036,12.43,8.23,-1,-1
"2019-05-04 07:40:00",8037,12.49,8.7,-2,-2
"2019-05-04 07:50:00",8038,12.57,9.52,-2,-2
"2019-05-04 08:00:00",8039,12.71,10.7,-2,-2
"2019-05-04 08:10:00",8040,12.86,12.09,-1,-1
"2019-05-04 08:20:00",8041,13.02,13.61,-1,-1
"2019-05-04 08:30:00",8042,13.14,15.14,-1,-1
"2019-05-04 08:40:00",8043,13.22,16.51,-2,-2
"2019-05-04 08:50:00",8044,13.25,17.92,-2,-2
"2019-05-04 09:00:00",8045,13.32,19.34,-2,-2
"2019-05-04 09:10:00",8046,13.35,20.66,-1,-1
"2019-05-04 09:20:00",8047,13.46,21.81,-1,-1
"2019-05-04 09:30:00",8048,13.51,22.9,-1,-1
"2019-05-04 09:40:00",8049,13.61,23.96,-2,-2
"2019-05-04 09:50:00",8050,13.73,24.95,-2,-2
"2019-05-04 10:00:00",8051,14.03,25.79,-2,-2
"2019-05-04 10:10:00",8052,14.63,26.59,-1,-1
"2019-05-04 10:20:00",8053,14.57,27.15,-1,-1
"2019-05-04 10:30:00",8054,14.58,27.44,-1,-1
"2019-05-04 10:40:00",8055,14.54,27.5,-2,-2
"2019-05-04 10:50:00",8056,14.56,27.4,-2,-2
"2019-05-04 11:00:00",8057,14.55,27.25,-2,-2
"2019-05-04 11:10:00",8058,14.54,27.03,-1,-1
"2019-05-04 11:20:00",8059,14.54,26.72,-1,-1
"2019-05-04 11:30:00",8060,14.54,26.34,-1,-1
"2019-05-04 11:40:00",8061,14.49,25.95,-2,-2
"2019-05-04 11:50:00",8062,14.46,25.52,-2,-2
"2019-05-04 12:00:00",8063,14.47,25.19,-2,-2
"2019-05-04 12:10:00",8064,13.92,24.89,-1,-1
"2019-05-04 12:20:00",8065,14.02,24.72,-1,-1
"2019-05-04 12:30:00",8066,14.01,24.6,-1,-1
"2019-05-04 12:40:00",8067,13.99,24.51,-2,-2
"2019-05-04 12:50:00",8068,13.96,24.51,-2,-2
"2019-05-04 13:00:00",8069,13.96,24.63,-2,-2
"2019-05-04 13:10:00",8070,13.98,24.98,-1,-1
"2019-05-04 13:20:00",8071,13.83,25.37,-1,-1
"2019-05-04 13:30:00",8072,13.25,25.49,-1,-1
"2019-05-04 13:40:00",8073,13.94,25.98,-2,-2
"2019-05-04 13:50:00",8074,13.17,26.47,-2,-2
"2019-05-04 14:00:00",8075,13.18,26.53,-2,-2
"2019-05-04 14:10:00",8076,13.1,26.44,-1,-1
"2019-05-04 14:20:00",8077,13.29,26.81,-1,-1
"2019-05-04 14:30:00",8078,13.25,27.09,-1,-1
"2019-05-04 14:40:00",8079,13.99,27.21,-2,-2
"2019-05-04 14:50:00",8080,13.3,27.21,-2,-2
"2019-05-04 15:00:00",8081,13.21,27.09,-2,-2
"2019-05-04 15:10:00",8082,14.02,27.18,-1,-1
"2019-05-04 15:20:00",8083,13.62,27.06,-1,-1
"2019-05-04 15:30:00",8084,14.02,27.21,-1,-1
"2019-05-04 15:40:00",8085,13.99,27.28,-2,-2
"2019-05-04 15:50:00",8086,13.38,27.28,-2,-2
"2019-05-04 16:00:00",8087,13.86,27.21,-2,-2
"2019-05-04 16:10:00",8088,13.99,27.12,-1,-1
"2019-05-04 16:20:00",8089,13.31,26.87,-1,-1
"2019-05-04 16:30:00",8090,14.06,26.56,-1,-1
"2019-05-04 16:40:00",8091,14.06,26.19,-2,-2
"2019-05-04 16:50:00",8092,13.96,26.01,-2,-2
"2019-05-04 17:00:00",8093,13.59,25.79,-2,-2
"2019-05-04 17:10:00",8094,13.26,25.43,-1,-1
"2019-05-04 17:20:00",8095,13.09,25.13,-1,-1
"2019-05-04 17:30:00",8096,12.96,24.75,-1,-1
"2019-05-04 17:40:00",8097,12.84,24.25,-2,-2
"2019-05-04 17:50:00",8098,12.82,23.72,-2,-2
"2019-05-04 18:00:00",8099,12.79,23.29,-2,-2
"2019-05-04 18:10:00",8100,12.79,22.9,-1,-1
"2019-05-04 18:20:00",8101,12.78,22.5,-1,-1
"2019-05-04 18:30:00",8102,12.76,22.19,-1,-1
"2019-05-04 18:40:00",8103,12.75,21.95,-2,-2
"2019-05-04 18:50:00",8104,12.74,21.7,-2,-2
"2019-05-04 19:00:00",8105,12.63,21.48,-2,-2
"2019-05-04 19:10:00",8106,12.74,21.23,-1,-1
"2019-05-04 19:20:00",8107,12.74,20.99,-1,-1
"2019-05-04 19:30:00",8108,12.72,20.72,-1,-1
"2019-05-04 19:40:00",8109,12.67,20.45,-2,-2
"2019-05-04 19:50:00",8110,12.7,20.18,-2,-2
"2019-05-04 20:00:00",8111,12.7,19.89,-2,-2
"2019-05-04 20:10:00",8112,12.69,19.55,-1,-1
"2019-05-04 20:20:00",8113,12.69,19.21,-1,-1
"2019-05-04 20:30:00",8114,12.69,18.82,-1,-1
"2019-05-04 20:40:00",8115,12.54,18.43,-2,-2
"2019-05-04 20:50:00",8116,12.67,17.99,-2,-2
"2019-05-04 21:00:00",8117,12.66,17.62,-2,-2
"2019-05-04 21:10:00",8118,12.66,17.26,-1,-1
"2019-05-04 21:20:00",8119,12.66,16.91,-1,-1
"2019-05-04 21:30:00",8120,12.65,16.61,-1,-1
"2019-05-04 21:40:00",8121,12.64,16.32,-2,-2
"2019-05-04 21:50:00",8122,12.64,16,-2,-2
"2019-05-04 22:00:00",8123,12.5,15.73,-2,-2
"2019-05-04 22:10:00",8124,12.57,15.51,-1,-1
"2019-05-04 22:20:00",8125,12.63,15.29,-1,-1
"2019-05-04 22:30:00",8126,12.63,15.09,-1,-1
"2019-05-04 22:40:00",8127,12.61,14.95,-2,-2
"2019-05-04 22:50:00",8128,12.61,14.85,-2,-2
"2019-05-04 23:00:00",8129,12.6,14.8,-2,-2
"2019-05-04 23:10:00",8130,12.6,14.73,-1,-1
"2019-05-04 23:20:00",8131,12.6,14.68,-1,-1
"2019-05-04 23:30:00",8132,12.6,14.66,-1,-1
"2019-05-04 23:40:00",8133,12.59,14.64,-2,-2
"2019-05-04 23:50:00",8134,12.59,14.61,-2,-2
"2019-05-05 00:00:00",8135,12.58,14.54,-2,-2
"2019-05-05 00:10:00",8136,12.58,14.47,-1,-1
"2019-05-05 00:20:00",8137,12.58,14.4,-1,-1
"2019-05-05 00:30:00",8138,12.57,14.28,-1,-1
"2019-05-05 00:40:00",8139,12.56,14.18,-2,-2
"2019-05-05 00:50:00",8140,12.56,14.01,-2,-2
"2019-05-05 01:00:00",8141,12.54,13.85,-2,-2
"2019-05-05 01:10:00",8142,12.43,13.71,-1,-1
"2019-05-05 01:20:00",8143,12.55,13.61,-1,-1
"2019-05-05 01:30:00",8144,12.55,13.49,-1,-1
"2019-05-05 01:40:00",8145,12.54,13.3,-2,-2
"2019-05-05 01:50:00",8146,12.54,13.02,-2,-2
"2019-05-05 02:00:00",8147,12.39,12.79,-2,-2
"2019-05-05 02:10:00",8148,12.52,12.58,-1,-1
"2019-05-05 02:20:00",8149,12.53,12.35,-1,-1
"2019-05-05 02:30:00",8150,12.52,12.14,-1,-1
"2019-05-05 02:40:00",8151,12.49,11.93,-2,-2
"2019-05-05 02:50:00",8152,12.5,11.79,-2,-2
"2019-05-05 03:00:00",8153,12.47,11.66,-2,-2
"2019-05-05 03:10:00",8154,12.36,11.59,-1,-1
"2019-05-05 03:20:00",8155,12.49,11.47,-1,-1
"2019-05-05 03:30:00",8156,12.49,11.31,-1,-1
"2019-05-05 03:40:00",8157,12.48,11.06,-2,-2
"2019-05-05 03:50:00",8158,12.47,10.81,-2,-2
"2019-05-05 04:00:00",8159,12.47,10.58,-2,-2
"2019-05-05 04:10:00",8160,12.45,10.4,-1,-1
"2019-05-05 04:20:00",8161,12.46,10.31,-1,-1
"2019-05-05 04:30:00",8162,12.45,10.25,-1,-1
"2019-05-05 04:40:00",8163,12.44,10.22,-2,-2
"2019-05-05 04:50:00",8164,12.44,10.18,-2,-2
"2019-05-05 05:00:00",8165,12.43,10.18,-2,-2
"2019-05-05 05:10:00",8166,12.42,10.11,-1,-1
"2019-05-05 05:20:00",8167,12.43,10,-1,-1
"2019-05-05 05:30:00",8168,12.42,9.84,-1,-1
"2019-05-05 05:40:00",8169,12.42,9.71,-2,-2
"2019-05-05 05:50:00",8170,12.31,9.64,-2,-2
"2019-05-05 06:00:00",8171,12.4,9.64,-2,-2
"2019-05-05 06:10:00",8172,12.4,9.64,-1,-1
"2019-05-05 06:20:00",8173,12.4,9.62,-1,-1
"2019-05-05 06:30:00",8174,12.4,9.62,-1,-1
"2019-05-05 06:40:00",8175,12.39,9.55,-2,-2
"2019-05-05 06:50:00",8176,12.39,9.48,-2,-2
"2019-05-05 07:00:00",8177,12.39,9.41,-2,-2
"2019-05-05 07:10:00",8178,12.39,9.37,-1,-1
"2019-05-05 07:20:00",8179,12.39,9.46,-1,-1
"2019-05-05 07:30:00",8180,12.43,9.64,-1,-1
"2019-05-05 07:40:00",8181,12.47,10.13,-2,-2
"2019-05-05 07:50:00",8182,12.56,10.99,-2,-2
"2019-05-05 08:00:00",8183,12.68,11.96,-2,-2
"2019-05-05 08:10:00",8184,12.67,13.12,-1,-1
"2019-05-05 08:20:00",8185,12.99,14.56,-1,-1
"2019-05-05 08:30:00",8186,13.1,16.27,-1,-1
"2019-05-05 08:40:00",8187,13.14,17.99,-2,-2
"2019-05-05 08:50:00",8188,13.25,19.65,-2,-2
"2019-05-05 09:00:00",8189,13.21,21.15,-2,-2
"2019-05-05 09:10:00",8190,13.33,22.39,-1,-1
"2019-05-05 09:20:00",8191,13.39,23.27,-1,-1
"2019-05-05 09:30:00",8192,13.45,23.81,-1,-1
"2019-05-05 09:40:00",8193,13.47,24.54,-2,-2
"2019-05-05 09:50:00",8194,13.61,25.37,-2,-2
"2019-05-05 10:00:00",8195,13.63,25.85,-2,-2
"2019-05-05 10:10:00",8196,13.97,26.16,-1,-1
"2019-05-05 10:20:00",8197,14.59,26.28,-1,-1
"2019-05-05 10:30:00",8198,14.57,26.22,-1,-1
"2019-05-05 10:40:00",8199,14.44,26.19,-2,-2
"2019-05-05 10:50:00",8200,14.56,25.83,-2,-2
"2019-05-05 11:00:00",8201,14.52,25.49,-2,-2
"2019-05-05 11:10:00",8202,14.54,25.25,-1,-1
"2019-05-05 11:20:00",8203,14.53,24.98,-1,-1
"2019-05-05 11:30:00",8204,14.52,24.6,-1,-1
"2019-05-05 11:40:00",8205,14.47,24.25,-2,-2
"2019-05-05 11:50:00",8206,14.49,23.84,-2,-2
"2019-05-05 12:00:00",8207,14.46,23.44,-2,-2
"2019-05-05 12:10:00",8208,14.49,23.07,-1,-1
"2019-05-05 12:20:00",8209,14.01,22.7,-1,-1
"2019-05-05 12:30:00",8210,14,22.56,-1,-1
"2019-05-05 12:40:00",8211,13.99,22.45,-2,-2
"2019-05-05 12:50:00",8212,13.99,22.42,-2,-2
"2019-05-05 13:00:00",8213,13.9,22.42,-2,-2
